Unnamed: 0,DayOfYear,Month,Date,Temperature (°C),Humidity (%),DewPoint,Precipitation (mm),Dengue
,186,Jul,5,29,76.3,24.1,0,41.857142857142854
,187,Jul,6,29.3,75.3,24.1,0,41.857142857142854
,188,Jul,7,29.3,77,24.6,0,41.857142857142854
,189,Jul,8,29.4,77,24.9,0,41.857142857142854
,190,Jul,9,29.3,77.1,25.1,0,41.857142857142854
,191,Jul,10,28.7,78.7,24.3,2,52.57142857142857
,192,Jul,11,29.5,74.3,24.3,0,52.57142857142857
,193,Jul,12,27.7,79.7,23.8,14.4,52.57142857142857
,194,Jul,13,28.9,73.7,23.6,2.9,52.57142857142857
,195,Jul,14,28.8,76.5,24,0.4,52.57142857142857
,196,Jul,15,28,79.1,23.9,0,52.57142857142857
,197,Jul,16,28.6,76.6,24,0.4,52.57142857142857
,198,Jul,17,27.6,80,23.6,0,61.857142857142854
,199,Jul,18,28.8,77.5,24,0,61.857142857142854
,200,Jul,19,28.3,75.6,23.4,0,61.857142857142854
,201,Jul,20,28.4,77.3,23.9,0,61.857142857142854
,202,Jul,21,28.5,76.5,23.8,0,61.857142857142854
,203,Jul,22,28.6,74.9,23.7,0,61.857142857142854
,204,Jul,23,29.2,74.3,23.8,0,61.857142857142854
,205,Jul,24,27.5,79.1,23.5,1,47.42857142857143
,206,Jul,25,27.5,81.5,24,1.6,47.42857142857143
,207,Jul,26,27.7,81.4,24,0,47.42857142857143
,208,Jul,27,27.3,84.3,24.3,5.8,47.42857142857143
,209,Jul,28,27.3,82.5,23.8,1.4,47.42857142857143
,210,Jul,29,27.9,81.4,24.1,1.2,47.42857142857143
,211,Jul,30,28.2,80.7,24.3,17,47.42857142857143
,212,Jul,31,28.7,76.9,24,31.5,56.857142857142854
Aug,213,Aug,1,28,79,23.8,0,56.857142857142854
,214,Aug,2,28.6,75.1,23.9,0,56.857142857142854
,215,Aug,3,29.3,72.7,23.7,0,56.857142857142854
,216,Aug,4,28.6,77.1,24,0,56.857142857142854
,217,Aug,5,29.4,74.4,24.2,3.2,56.857142857142854
,218,Aug,6,29.2,73.7,23.8,0,56.857142857142854
,219,Aug,7,29,76.3,24,0,49.57142857142857
,220,Aug,8,28.8,76.3,24,0,49.57142857142857
,221,Aug,9,27.8,81.2,24,0.2,49.57142857142857
,222,Aug,10,29.8,73,24,0,49.57142857142857
,223,Aug,11,28.7,76,23.8,0,49.57142857142857
,224,Aug,12,28.7,74.6,24,0,49.57142857142857
,225,Aug,13,29,76.2,24,0,49.57142857142857
,226,Aug,14,28.9,78.3,24.1,1,55.57142857142857
,227,Aug,15,29.2,76,24.3,1.1,55.57142857142857
,228,Aug,16,28.2,78.8,24,0.3,55.57142857142857
,229,Aug,17,28.4,76.6,23.8,0,55.57142857142857
,230,Aug,18,29.4,72.6,23.6,0,55.57142857142857
,231,Aug,19,29,73,23.5,0,55.57142857142857
,232,Aug,20,28.7,76,24,0,55.57142857142857
,233,Aug,21,28.6,77.7,24,0.2,33.714285714285715
,234,Aug,22,28,82,24.2,0,33.714285714285715
,235,Aug,23,27.8,80,23.8,0,33.714285714285715
,236,Aug,24,28.5,77.4,24,0,33.714285714285715
,237,Aug,25,28,76.2,23.4,0,33.714285714285715
,238,Aug,26,28.3,76.6,23.6,0,33.714285714285715
,239,Aug,27,28.6,76.2,23.8,0,33.714285714285715
,240,Aug,28,28,79.8,24,0,19.428571428571427
,241,Aug,29,28,79.6,24,0,19.428571428571427
,242,Aug,30,27.8,77.8,23.7,0,19.428571428571427
,243,Aug,31,26.7,82,23,0,19.428571428571427
Sep,244,Sep,1,27.8,79.8,23.8,0,19.428571428571427
,245,Sep,2,27.1,80.7,23.1,2.3,19.428571428571427
,246,Sep,3,28,78,23.7,0.1,19.428571428571427
,247,Sep,4,27.6,80.6,24,0,22.0
,248,Sep,5,28.1,78.4,24,0,22.0
,249,Sep,6,27.8,77.8,23.5,0,22.0
,250,Sep,7,28,73.4,22.7,0,22.0
,251,Sep,8,27.3,77,22.5,0,22.0
,252,Sep,9,28.4,75.3,23.5,0,22.0
,253,Sep,10,27.8,81,24,2.4,22.0
,254,Sep,11,28.1,77.2,23.7,3.2,19.571428571428573
,255,Sep,12,28.1,77.7,23.9,0,19.571428571428573
,256,Sep,13,28,77.6,24,0,19.571428571428573
,257,Sep,14,28,79.2,24,0,19.571428571428573
,258,Sep,15,27.7,80.3,24,0,19.571428571428573
,259,Sep,16,27.8,79.4,24,0,19.571428571428573
,260,Sep,17,28.5,76.7,23.8,1.3,19.571428571428573
,261,Sep,18,27.8,79.5,23.8,2.6,20.285714285714285
,262,Sep,19,28.3,77.1,23.9,0,20.285714285714285
,263,Sep,20,28.3,76.8,23.9,0,20.285714285714285
,264,Sep,21,28.1,76.6,23.6,0,20.285714285714285
,265,Sep,22,28.1,76.3,23.7,0,20.285714285714285
,266,Sep,23,27.9,78.1,23.9,0,20.285714285714285
,267,Sep,24,28.4,74.9,23.3,0,20.285714285714285
,268,Sep,25,28.4,75.1,23.4,0,20.428571428571427
,269,Sep,26,28.9,73,23.3,0,20.428571428571427
,270,Sep,27,28.6,77.4,24,0,20.428571428571427
,271,Sep,28,28.5,77.4,24,8.2,20.428571428571427
,272,Sep,29,28.4,78.8,24.1,8.2,20.428571428571427
,273,Sep,30,28.7,77,24,3.9,20.428571428571427
Oct,274,Oct,1,28.7,74.8,23.3,1.1,20.428571428571427
,275,Oct,2,28.8,73.5,23.5,2,12.714285714285714
,276,Oct,3,28.8,74.4,23.6,2.8,12.714285714285714
,277,Oct,4,28.9,73.8,23.5,0,12.714285714285714
,278,Oct,5,28.7,75.4,24,0.5,12.714285714285714
,279,Oct,6,29.1,70.3,23,0.7,12.714285714285714
,280,Oct,7,28,76.6,23.6,0,12.714285714285714
,281,Oct,8,29.1,70,22.9,0,12.714285714285714
,282,Oct,9,29,72.4,23.4,1.3,16.142857142857142
,283,Oct,10,29.3,69,22.9,0.4,16.142857142857142
,284,Oct,11,29.6,67.5,22.5,0,16.142857142857142
,285,Oct,12,28.9,72.1,23.4,0,16.142857142857142
,286,Oct,13,29.4,70.9,23.4,0,16.142857142857142
,287,Oct,14,28.3,77,24,0.8,16.142857142857142
,288,Oct,15,28.7,76.9,23.9,7.9,16.142857142857142
,289,Oct,16,27.3,83.9,24.3,91.3,13.714285714285714
,290,Oct,17,27.7,80.1,23.7,0.5,13.714285714285714
,291,Oct,18,28.5,78.6,24,36.3,13.714285714285714
,292,Oct,19,26.4,88.1,24.1,59.5,13.714285714285714
,293,Oct,20,28.4,77.5,23.8,0.3,13.714285714285714
,294,Oct,21,28.5,75,23.5,4.4,13.714285714285714
,295,Oct,22,28.4,75.9,23.9,4.6,13.714285714285714
,296,Oct,23,27.5,82.8,24,38.3,11.142857142857142
,297,Oct,24,27.1,83,23.8,45.1,11.142857142857142
,298,Oct,25,27.1,83,23.9,86.4,11.142857142857142
,299,Oct,26,27.9,79.5,23.6,0,11.142857142857142
,300,Oct,27,28.1,78.8,24,0.2,11.142857142857142
,301,Oct,28,28.4,75.5,23.6,0,11.142857142857142
,302,Oct,29,29.1,76,24.1,1.1,11.142857142857142
,303,Oct,30,28.1,80,24.1,5.1,12.0
,304,Oct,31,28,78.6,23.6,0.8,12.0
Nov,305,Nov,1,27.1,83.9,23.9,3.7,12.0
,306,Nov,2,27,81.4,23.6,20.4,12.0
,307,Nov,3,27.1,80.7,23.3,2.7,12.0
,308,Nov,4,26,87.6,23.5,1.6,12.0
,309,Nov,5,26,90.9,24.1,66.8,12.0
,310,Nov,6,24,93.6,23,38.7,8.571428571428571
,311,Nov,7,27.6,79.1,23.6,31.5,8.571428571428571
,312,Nov,8,27.9,78.1,23.4,0,8.571428571428571
,313,Nov,9,28.1,77.3,23.1,0.5,8.571428571428571
,314,Nov,10,27.6,76.6,23,135.9,8.571428571428571
,315,Nov,11,28.1,77.1,23.4,5.5,8.571428571428571
,316,Nov,12,27.7,82,24.1,0,8.571428571428571
,317,Nov,13,27.9,80.6,24,11.4,12.142857142857142
,318,Nov,14,27.9,80.3,23.9,0.8,12.142857142857142
,319,Nov,15,27.6,81.4,23.6,1,12.142857142857142
,320,Nov,16,25.3,88,22.9,0.6,12.142857142857142
,321,Nov,17,25.8,89.3,23.9,41.3,12.142857142857142
,322,Nov,18,26.3,86.1,23.4,39,12.142857142857142
,323,Nov,19,26.4,87.6,24,40.5,12.142857142857142
,324,Nov,20,26.3,87.5,23.9,12.7,22.857142857142858
,325,Nov,21,26.9,85.7,24.1,3.8,22.857142857142858
,326,Nov,22,26.8,87.1,24.4,0.8,22.857142857142858
,327,Nov,23,27.3,85.1,24.3,36.7,22.857142857142858
,328,Nov,24,28.4,71.9,22.6,2.9,22.857142857142858
,329,Nov,25,27.3,78.4,23,0,22.857142857142858
,330,Nov,26,27.9,76.1,23.6,2.7,22.857142857142858
,331,Nov,27,27.3,73.3,21.8,0,22.571428571428573
,332,Nov,28,26.7,76.6,22,0,22.571428571428573
,333,Nov,29,26.6,74.9,21.9,0,22.571428571428573
,334,Nov,30,26.3,75.5,21.8,0,22.571428571428573
Dec,335,Dec,1,27.1,71.3,21.3,0,22.571428571428573
,336,Dec,2,27.6,76.8,22.8,0,22.571428571428573
,337,Dec,3,28,73.9,22.7,0,22.571428571428573
,338,Dec,4,28.2,78.3,23.5,0,45.57142857142857
,339,Dec,5,27.4,78.6,23.1,0,45.57142857142857
,340,Dec,6,28.6,60.7,19.6,0,45.57142857142857
,341,Dec,7,28,74.6,22.8,0,45.57142857142857
,342,Dec,8,28,78.7,23.7,0,45.57142857142857
,343,Dec,9,27.8,78,23.1,3.1,45.57142857142857
,344,Dec,10,28.1,81.1,24.1,9.5,45.57142857142857
,345,Dec,11,28.4,71.9,23,0,53.42857142857143
,346,Dec,12,28.8,68.4,22.3,0,53.42857142857143
,347,Dec,13,28.5,68.1,22,16.7,53.42857142857143
,348,Dec,14,27.1,70.8,21.3,0,53.42857142857143
,349,Dec,15,27.1,73.3,21.8,0,53.42857142857143
,350,Dec,16,28.1,75,22.9,10.5,53.42857142857143
,351,Dec,17,28,74.1,22.9,0,53.42857142857143
,352,Dec,18,28,69.9,21.9,0,78.14285714285714
,353,Dec,19,26.7,79.1,22.9,0,78.14285714285714
,354,Dec,20,27.9,81,24,0,78.14285714285714
,355,Dec,21,27.3,83.6,24,3.1,78.14285714285714
,356,Dec,22,26.9,78.3,22.4,91.3,78.14285714285714
,357,Dec,23,27,64.1,19,0,78.14285714285714
,358,Dec,24,25.3,68.9,19.1,0,78.14285714285714
,359,Dec,25,25.1,71,19.3,0,73.0
,360,Dec,26,27,73.6,21.9,0,73.0
,361,Dec,27,26.9,85.3,23.9,0,73.0
,362,Dec,28,26.3,75.9,26,33.7,73.0
,363,Dec,29,26.5,83.6,23,9.3,73.0
,364,Dec,30,26,77.7,21.8,0,73.0
,365,Dec,31,27.3,73.6,21.9,0,73.0
Jan,1,Jan,1,27.4,73.6,21.9,0,48.857142857142854
2017,2,Jan,2,27.5,73.1,22.3,0,48.857142857142854
,3,Jan,3,27.9,71.3,21.9,0,48.857142857142854
,4,Jan,4,26.3,70.4,20.6,0,48.857142857142854
,5,Jan,5,25.4,70.1,19.3,0,48.857142857142854
,6,Jan,6,25.3,71.5,19,0,48.857142857142854
,7,Jan,7,26.8,57,17,0,48.857142857142854
,8,Jan,8,26.3,58.9,16.8,0,75.85714285714286
,9,Jan,9,25.3,64.7,17.9,0,75.85714285714286
,10,Jan,10,25,76.1,20.1,0,75.85714285714286
,11,Jan,11,25.1,75.1,20.3,0,75.85714285714286
,12,Jan,12,25.8,76.3,21.1,0,75.85714285714286
,13,Jan,13,26.5,62.4,17.8,0,75.85714285714286
,14,Jan,14,26.2,70,19.8,0,75.85714285714286
,15,Jan,15,26.4,68.6,20.3,0,80.71428571428571
,16,Jan,16,27.4,62.6,19.5,0,80.71428571428571
,17,Jan,17,26,65,18.4,0,80.71428571428571
,18,Jan,18,25.3,71,19.8,0,80.71428571428571
,19,Jan,19,26.4,74.4,21.6,0,80.71428571428571
,20,Jan,20,26.4,76.7,21.9,0,80.71428571428571
,21,Jan,21,28,77.1,23.5,0,80.71428571428571
,22,Jan,22,26.5,82.6,23.4,0.2,68.85714285714286
,23,Jan,23,26.1,80,22.3,10,68.85714285714286
,24,Jan,24,25.2,85,22.5,0,68.85714285714286
,25,Jan,25,25.8,85.3,23.2,1.1,68.85714285714286
,26,Jan,26,27.6,81.4,24,0,68.85714285714286
,27,Jan,27,26.8,82.3,23.3,18.6,68.85714285714286
,28,Jan,28,27.5,76.5,23,0.1,68.85714285714286
,29,Jan,29,27.6,84,24.4,54.8,59.57142857142857
,30,Jan,30,25.2,89.8,23.3,0.5,59.57142857142857
,31,Jan,31,25.4,83.8,22.4,29.9,59.57142857142857
Feb,32,Feb,1,26.9,74.9,22,0,59.57142857142857
,33,Feb,2,26.6,70.4,20.5,0,59.57142857142857
,34,Feb,3,27.2,58.8,18,0,59.57142857142857
,35,Feb,4,26.3,63.8,18.7,0,59.57142857142857
,36,Feb,5,25.9,69.7,19.6,0,58.285714285714285
,37,Feb,6,26.8,64.8,19.3,0,58.285714285714285
,38,Feb,7,25.1,70.4,19,0,58.285714285714285
,39,Feb,8,25.2,75.5,20.5,0,58.285714285714285
,40,Feb,9,25.9,73.3,20.9,0,58.285714285714285
,41,Feb,10,27.3,69.9,21,0,58.285714285714285
,42,Feb,11,27.3,71.7,21.6,0,58.285714285714285
,43,Feb,12,27,66.6,20,563.2,63.42857142857143
,44,Feb,13,27.3,74,22,0,63.42857142857143
,45,Feb,14,26.8,82,23,0,63.42857142857143
,46,Feb,15,28.9,70.6,22.3,32.8,63.42857142857143
,47,Feb,16,28.4,63,20.4,0,63.42857142857143
,48,Feb,17,28.6,61.6,20.3,0,63.42857142857143
,49,Feb,18,28.3,72.4,22.7,0,63.42857142857143
,50,Feb,19,25.8,85.2,23,0,31.428571428571427
,51,Feb,20,27.2,77.8,22.4,11.5,31.428571428571427
,52,Feb,21,27.4,78.8,23.1,0,31.428571428571427
,53,Feb,22,28,75.6,23,0,31.428571428571427
,54,Feb,23,28.4,73.9,23,0,31.428571428571427
,55,Feb,24,28,77,23.5,0,31.428571428571427
,56,Feb,25,26.7,82.3,23.5,0,31.428571428571427
,57,Feb,26,27,81,23.3,2.6,61.0
,58,Feb,27,27.5,76.6,22.9,1.2,61.0
,59,Feb,28,26.9,79,22.9,0,61.0
Mar,60,Mar,1,25.1,83.3,22.3,0,61.0
,61,Mar,2,28,73.6,22.6,0.4,61.0
,62,Mar,3,28.1,77.3,23.3,0,61.0
,63,Mar,4,29.4,73.1,23.7,0,61.0
,64,Mar,5,28.9,72.6,23,0,54.142857142857146
,65,Mar,6,30.8,67,23.8,0,54.142857142857146
,66,Mar,7,29.1,72.5,23.4,0,54.142857142857146
,67,Mar,8,29,75.3,24,0,54.142857142857146
,68,Mar,9,28.7,76.9,24.1,4.4,54.142857142857146
,69,Mar,10,27.4,78.6,22.8,0.2,54.142857142857146
,70,Mar,11,27.9,81.7,24.1,0,54.142857142857146
,71,Mar,12,28.6,77.7,23.7,4.1,67.0
,72,Mar,13,27.4,81.5,23.3,0.2,67.0
,73,Mar,14,27.1,81.3,23.4,38.9,67.0
,74,Mar,15,26.6,83.4,23.1,8.8,67.0
,75,Mar,16,27.6,77,22.9,12.8,67.0
,76,Mar,17,28.3,76.1,23.4,0,67.0
,77,Mar,18,29.3,75,24,0,67.0
,78,Mar,19,28.6,77.1,24,0,75.42857142857143
,79,Mar,20,28.9,75.9,23.9,0,75.42857142857143
,80,Mar,21,29.1,73.4,23.6,0,75.42857142857143
,81,Mar,22,29.1,77.3,24.3,0,75.42857142857143
,82,Mar,23,28.8,75.3,23.7,0,75.42857142857143
,83,Mar,24,29.1,71.6,23.1,0,75.42857142857143
,84,Mar,25,29,68.6,22.4,0,75.42857142857143
,85,Mar,26,28.5,69.3,22,0,71.0
,86,Mar,27,29,73.9,23.3,0,71.0
,87,Mar,28,28.8,71.4,22.6,0,71.0
,88,Mar,29,27.9,81.1,24.1,0,71.0
,89,Mar,30,28.9,75.6,23.9,6.7,71.0
,90,Mar,31,28.4,81.4,24.8,0.1,71.0
Apr,91,Apr,1,30,73.7,24.4,1.2,71.0
,92,Apr,2,29.8,73.5,24.5,1,94.85714285714286
,93,Apr,3,30.3,73.9,24.9,0,94.85714285714286
,94,Apr,4,28.6,80.9,24.6,6.4,94.85714285714286
,95,Apr,5,29.5,76.9,24.6,4.8,94.85714285714286
,96,Apr,6,30,75,25.1,0.3,94.85714285714286
,97,Apr,7,30.1,74.8,25.1,0.1,94.85714285714286
,98,Apr,8,30.4,72.9,24.7,0,94.85714285714286
,99,Apr,9,29,78.5,24.3,0,47.42857142857143
,100,Apr,10,29.8,75.3,24.6,14.5,47.42857142857143
,101,Apr,11,28.9,79,25,0,47.42857142857143
,102,Apr,12,28,80.8,23.6,43.9,47.42857142857143
,103,Apr,13,28.1,83,24.8,0.1,47.42857142857143
,104,Apr,14,29.6,76.8,25.1,13.4,47.42857142857143
,105,Apr,15,30.9,73.6,25.3,0,47.42857142857143
,106,Apr,16,30.8,73.9,25.6,0,117.57142857142857
,107,Apr,17,30.6,73.9,25.6,0,117.57142857142857
,108,Apr,18,30.4,73.1,25.1,0,117.57142857142857
,109,Apr,19,30.4,72.4,24.8,0,117.57142857142857
,110,Apr,20,30.8,69.5,24.3,0,117.57142857142857
,111,Apr,21,30.4,70.4,24.1,0,117.57142857142857
,112,Apr,22,30.3,74.1,25.1,0,117.57142857142857
,113,Apr,23,30.3,75.8,26,0,107.28571428571429
,114,Apr,24,30.8,75.1,26,0,107.28571428571429
,115,Apr,25,30.3,77.3,26,6.8,107.28571428571429
,116,Apr,26,30.4,73.4,25.1,0,107.28571428571429
,117,Apr,27,30.3,73.6,25,0,107.28571428571429
,118,Apr,28,30,77.5,25.9,0,107.28571428571429
,119,Apr,29,30.3,73.4,25,0,107.28571428571429
,120,Apr,30,29.6,76.6,24.8,0,111.0
May,121,May,1,29.6,73.6,24,6.6,111.0
,122,May,2,29.4,71.9,23.5,0,111.0
,123,May,3,29.4,70.7,23.3,0.2,111.0
,124,May,4,29.1,75.8,24.3,0,111.0
,125,May,5,29.8,75.4,24.6,0,111.0
,126,May,6,27.8,84.3,24.8,1.8,111.0
,127,May,7,28.3,82.1,24.4,0.7,110.28571428571429
,128,May,8,28.3,83,25,1.4,110.28571428571429
,129,May,9,30.1,73.7,24.6,1.2,110.28571428571429
,130,May,10,29.5,79,25.3,75.7,110.28571428571429
,131,May,11,28.7,83.6,25.7,6.2,110.28571428571429
,132,May,12,28.9,82.6,25.7,0,110.28571428571429
,133,May,13,30.6,74.3,25.1,0.8,110.28571428571429
,134,May,14,29.6,79.4,25.9,0,120.71428571428571
,135,May,15,30.3,76.4,25.8,2.2,120.71428571428571
,136,May,16,30.8,74.5,25.9,1.5,120.71428571428571
,137,May,17,30.6,74.6,26,0,120.71428571428571
,138,May,18,28.6,82.1,25.1,0,120.71428571428571
,139,May,19,29.5,78.9,25.5,68.3,120.71428571428571
,140,May,20,30.2,74.7,25.2,1.4,120.71428571428571
,141,May,21,29.6,77,25.1,0.8,134.14285714285714
,142,May,22,29.6,79,25.8,1.4,134.14285714285714
,143,May,23,29.5,76.8,24.9,1.2,134.14285714285714
,144,May,24,28,83.1,25,0,134.14285714285714
,145,May,25,27.6,87.7,25.3,70,134.14285714285714
,146,May,26,28.4,84,25.5,43.7,134.14285714285714
,147,May,27,29.6,79.1,25.9,0.6,134.14285714285714
,148,May,28,29,80.9,25.5,1,117.28571428571429
,149,May,29,28.9,78.9,24.5,17.7,117.28571428571429
,150,May,30,28,79.9,24.1,9.9,117.28571428571429
,151,May,31,28.6,78.6,24.3,8.1,117.28571428571429
Jun,152,Jun,1,28.8,80.4,24.9,7.5,117.28571428571429
,153,Jun,2,27.6,82.9,24.1,0,117.28571428571429
,154,Jun,3,28,82.1,24.6,38.6,117.28571428571429
,155,Jun,4,29,80.5,25,12.4,130.57142857142858
,156,Jun,5,28.8,80.4,25.1,0.5,130.57142857142858
,157,Jun,6,29.5,79.8,25.8,1.5,130.57142857142858
,158,Jun,7,28.3,82.7,25.3,6.8,130.57142857142858
,159,Jun,8,29.1,76.6,24.6,0,130.57142857142858
,160,Jun,9,29,77,24.1,0,130.57142857142858
,161,Jun,10,29.2,76,24,0,130.57142857142858
,162,Jun,11,28,79.5,24,4,147.42857142857142
,163,Jun,12,29,75.7,24.2,2.7,147.42857142857142
,164,Jun,13,28.5,78.8,24.5,0,147.42857142857142
,165,Jun,14,27.5,88.4,25.3,5.8,147.42857142857142
,166,Jun,15,27.8,85.5,25.3,9.9,147.42857142857142
,167,Jun,16,27.3,87.8,25,0,147.42857142857142
,168,Jun,17,29.8,78.6,25.6,5.6,147.42857142857142
,169,Jun,18,28,84.5,25.5,0,181.0
,170,Jun,19,28.9,79.6,25.1,0,181.0
,171,Jun,20,29.3,79.4,25.4,0,181.0
,172,Jun,21,29,80,25.4,0,181.0
,173,Jun,22,28.9,82.3,25.6,4.5,181.0
,174,Jun,23,27.4,86,24.6,16.6,181.0
,175,Jun,24,27.2,84.2,24,38.2,181.0
,176,Jun,25,27.6,81,24,19.3,191.14285714285714
,177,Jun,26,27.9,82.3,24.3,1.8,191.14285714285714
,178,Jun,27,28.3,81.7,24.9,11.5,191.14285714285714
,179,Jun,28,28.7,77.7,24.5,5.2,191.14285714285714
,180,Jun,29,29.3,76.6,24.6,0.2,191.14285714285714
,181,Jun,30,30,72.6,24.4,0,191.14285714285714
Jul,182,Jul,1,29.3,77,24.9,0,191.14285714285714
,183,Jul,2,28.9,79.1,24.7,0,254.14285714285714
,184,Jul,3,28.8,77.2,24,0,254.14285714285714
,185,Jul,4,29.6,73.7,23.9,0,254.14285714285714
,186,Jul,5,29.4,75.9,24.7,0,254.14285714285714
,187,Jul,6,29.3,75.9,24.4,0,254.14285714285714
,188,Jul,7,29,79.2,25.2,0,254.14285714285714
,189,Jul,8,28.7,80.3,24.7,0,254.14285714285714
,190,Jul,9,26.3,88.2,24,0.2,251.71428571428572
,191,Jul,10,28,81.3,24,9.3,251.71428571428572
,192,Jul,11,28.9,78.3,24.3,1.4,251.71428571428572
,193,Jul,12,28.9,78.5,24.8,0,251.71428571428572
,194,Jul,13,28.8,80.6,25,0,251.71428571428572
,195,Jul,14,29.3,75.4,24.1,0,251.71428571428572
,196,Jul,15,29.2,75.8,24.2,0,251.71428571428572
,197,Jul,16,29.5,74.7,24,0,281.7142857142857
,198,Jul,17,29,75.3,24,0,281.7142857142857
,199,Jul,18,28.6,77.8,24.1,0,281.7142857142857
,200,Jul,19,28,83.5,24.8,8.7,281.7142857142857
,201,Jul,20,29.3,75.4,24,6.6,281.7142857142857
,202,Jul,21,28.4,79.7,24.3,3.6,281.7142857142857
,203,Jul,22,29.6,73.4,24,0,281.7142857142857
,204,Jul,23,30.2,70,24.2,0,279.7142857142857
,205,Jul,24,29.7,73,24,0.1,279.7142857142857
,206,Jul,25,29.6,74.6,24.6,0,279.7142857142857
,207,Jul,26,29.8,73.5,24.2,0,279.7142857142857
,208,Jul,27,28.6,77.1,24.1,0.3,279.7142857142857
,209,Jul,28,29.4,76.2,24.4,0,279.7142857142857
,210,Jul,29,28.8,73.6,23.4,0.1,279.7142857142857
,211,Jul,30,28.8,77.5,24.5,0,244.71428571428572
,212,Jul,31,29.2,77.5,24.5,0,244.71428571428572
Aug,213,Aug,1,29,77,24,0,244.71428571428572
,214,Aug,2,29.6,72.6,24.2,0,244.71428571428572
,215,Aug,3,29.1,75.1,23.9,0,244.71428571428572
,216,Aug,4,29,76.8,24,0,244.71428571428572
,217,Aug,5,29.2,75.5,24.3,0,244.71428571428572
,218,Aug,6,28.9,76.1,24.1,2,119.42857142857143
,219,Aug,7,28.4,79.1,24.3,0.3,119.42857142857143
,220,Aug,8,28.4,75.2,23.4,0,119.42857142857143
,221,Aug,9,28.3,77.6,24,0,119.42857142857143
,222,Aug,10,28.3,77.4,23.9,0,119.42857142857143
,223,Aug,11,28.3,74.6,23.3,0.1,119.42857142857143
,224,Aug,12,28.8,71.8,23.2,0,119.42857142857143
,225,Aug,13,28.3,79.4,24,0,96.28571428571429
,226,Aug,14,28.1,79.1,24,0,96.28571428571429
,227,Aug,15,28.6,76.6,24,2.8,96.28571428571429
,228,Aug,16,28.6,75.4,23.8,0,96.28571428571429
,229,Aug,17,28.8,77.8,24.1,0.4,96.28571428571429
,230,Aug,18,27.4,87.3,24.9,15.1,96.28571428571429
,231,Aug,19,29,80,24.8,8,96.28571428571429
,232,Aug,20,28.1,81.3,24,6,56.714285714285715
,233,Aug,21,28.7,77.8,24.2,3,56.714285714285715
,234,Aug,22,28,80.6,24.1,11.1,56.714285714285715
,235,Aug,23,28.4,77.8,24,3.5,56.714285714285715
,236,Aug,24,28.8,78.5,24.3,0,56.714285714285715
,237,Aug,25,29.5,76,24.3,0,56.714285714285715
,238,Aug,26,29,77,24,0,56.714285714285715
,239,Aug,27,28.5,79.5,24.5,0,51.142857142857146
,240,Aug,28,27.4,81,24,0.6,51.142857142857146
,241,Aug,29,28.5,78.3,24.1,2,51.142857142857146
,242,Aug,30,28.6,77.1,24.1,0.7,51.142857142857146
,243,Aug,31,28.8,79.5,25,0,51.142857142857146
Sep,244,Sep,1,27.7,85.1,25,0.9,51.142857142857146
,245,Sep,2,27.4,87.6,25,3.6,51.142857142857146
,246,Sep,3,27.6,84.5,24.8,0.5,39.0
,247,Sep,4,28.4,79.6,24.4,1.2,39.0
,248,Sep,5,26.3,90.3,24.6,25.4,39.0
,249,Sep,6,27.4,85.3,24.6,22.9,39.0
,250,Sep,7,26.1,90.6,24,53.5,39.0
,251,Sep,8,26.9,86.7,24.1,16.9,39.0
,252,Sep,9,27.3,85.5,24.3,14,39.0
,253,Sep,10,28.4,79.9,24.1,16,31.285714285714285
,254,Sep,11,28.2,82.3,24.5,5.5,31.285714285714285
,255,Sep,12,28.3,81.3,24.8,0,31.285714285714285
,256,Sep,13,25.6,90.9,23.9,6.7,31.285714285714285
,257,Sep,14,25.6,87.6,23.4,73.1,31.285714285714285
,258,Sep,15,28.5,77.3,24,7.1,31.285714285714285
,259,Sep,16,29.3,72.7,24,0,31.285714285714285
,260,Sep,17,28,79.7,24.3,0,30.857142857142858
,261,Sep,18,28.7,81.6,25,4.7,30.857142857142858
,262,Sep,19,29.3,74.3,24,0.1,30.857142857142858
,263,Sep,20,29,76.5,24.3,0,30.857142857142858
,264,Sep,21,28.6,76.2,23.6,9.3,30.857142857142858
,265,Sep,22,29.1,72.9,23.8,3.5,30.857142857142858
,266,Sep,23,28.8,75,24.2,0,30.857142857142858
,267,Sep,24,28.7,77.7,24,5.6,31.571428571428573
,268,Sep,25,27.3,84.3,24,0.5,31.571428571428573
,269,Sep,26,27.3,86.6,24.6,19.2,31.571428571428573
,270,Sep,27,26.6,89.8,24.4,0,31.571428571428573
,271,Sep,28,28.9,78,24.3,46.2,31.571428571428573
,272,Sep,29,29.3,72.7,23.7,0,31.571428571428573
,273,Sep,30,28.8,78.5,24.3,14.9,31.571428571428573
Oct,274,Oct,1,27.8,85.5,24.9,7,29.571428571428573
,275,Oct,2,29,76,24.1,2,29.571428571428573
,276,Oct,3,28.7,82.2,25.1,8.5,29.571428571428573
,277,Oct,4,29,78,24.3,0.3,29.571428571428573
,278,Oct,5,27,88.9,25.1,28.7,29.571428571428573
,279,Oct,6,26.6,90.1,24.6,35.3,29.571428571428573
,280,Oct,7,28,84,25,62.9,29.571428571428573
,281,Oct,8,28.3,82.8,25.1,6.2,33.42857142857143
,282,Oct,9,26.8,88.3,24.5,28.5,33.42857142857143
